,FACTORY NAME,NAME OF AUDITOR,REFERENCE YEAR OF AUDIT,Equipment associated,Hidden,Category of energy saving,Detailed explaination,"Categorisation of the measure ( Housekeeping, replacement…)",INVESTMENT RANGE ( LOW/MEDIUM/HIGH),TYPE OF SAVING,Electricity savings (kWh/yr),"Elec : 
Percentage of saving on total consumption",LPG savings (tonnes/yr),"LPG :
Percentage of saving on total consumption",Wood savings (tonnes/yr),"Wood :
Percentage of saving on total consumption",Diesel savings (kL/yr),"Diesel :
Percentage of saving on total consumption",Water savings (m3/yr),"Water :
Percentage of saving on total consumption",CO2 savings (tCO2/yr),Est percentage of CO2 saving,Costs savings (USD/yr),Est percentage of Cost savings,Est. Investment (USD),Est.Simple payback (yr),CURRENT STATUS,DATE OF AUDIT REPORT DELIVERY,DATE OF AUDIT PRESENTATION,Action plan,Approved,Under implementation,Implemented,Rejected,Tech.,Fin.,Practical measure implemented,Difference in energy bills,Measured energy saving (kWh/yr),CO2 saving (tCO2/yr),Cost savings (USD/yr),investment (USD),Additional cost,Simple payback (yr)
10,9,Z,0.7237035723785075,Y,0.44915181869261167,X,Z,Y,0.8043017010598413,Z,0.6915804590332623,0.3978228499983736,0.20713214984827966,0.9066234810138605,0.24027658533238783,0.16394936950799288,0.5937274707039715,0.3230952254303787,0.9437683572165898,0.8358539114834654,0.14971251822075204,0.8455931211894178,0.5432126234966862,0.8491103320832781,8,0.647720409043211,0.24222132729464685,Z,,0.04123981073423155,0.4927550517505387,0.3908514554252679,Z,0.8404090152741062,0.753466606119953,0.19899240830642762,0.5034038335220385,0.3978201329357539,0.3373755923905878,0.9921287737970876,0.738131053399194,0.9246121272600689,0.6450957906163927,0.5508621899555628
11,5,Z,0.10616922805867923,X,0.8219473046104009,Z,X,Z,0.7302053212498536,Z,0.649467769486506,0.7333024622331127,0.9421960066546291,0.29480719090804697,0.80374971937111,0.31231699369730614,0.1904528476771854,0.133636897851643,0.8756224025009917,0.3931396580982218,0.4465200550267864,0.7845272145005706,0.037914824824327065,0.7123822425547326,5,0.723599455839326,0.7601355659193059,Y,,0.6610443754457885,0.7579403779944294,0.5557413654393606,Z,0.8132183636865742,0.18172012401527105,0.9847561377176111,0.4101290259583795,0.09970464052326222,0.31341138055707685,0.9809842114867116,0.4689917484189188,0.588412582069387,0.4215312993911018,0.4518800398703925
12,8,Y,0.4141402033509407,Y,0.9158353810639001,Z,X,Z,0.052962278157519305,X,0.3167084143849652,0.3228107408026887,0.11980958510881767,0.47524161689333966,0.43370505494698863,0.6877332375346144,0.7205867347876865,0.9929097898107793,0.520968336816999,0.9873320970225438,0.8984879608732335,0.8360059989872562,0.807614038651825,0.9082998048512141,1,0.8108958394026031,0.2561826753520908,X,,0.8794195465476641,0.819117431150993,0.5892521809834089,X,0.1486997283874335,0.06461524631447213,0.016492403567851976,0.9319884632465602,0.737513107031795,0.7720763396980925,0.7038127517874219,0.765061841483514,0.01937593379546576,0.32607545021181383,0.9492888122682335
13,3,Y,0.938485165969335,X,0.373401335952821,X,Z,Y,0.9728691804317264,X,0.411255844908585,0.5105632570365561,0.09394172451979343,0.0960599951871629,0.6933219013124764,0.6669503681625676,0.5067762926887939,0.13839907982647748,0.8126307636387298,0.3317765649937642,0.6596530421833732,0.02493037934797493,0.7781964658800294,0.07243828535896846,7,0.2497225743756456,0.41414494386589074,Z,,0.9338437891622408,0.724773271207236,0.10527984096941678,Y,0.8359997697607873,0.668413404807823,0.2295361501316593,0.925306192744863,0.8384745273303006,0.4624013553569264,0.9864092020196531,0.27180684257665855,0.07064508658289259,0.6806984492315814,0.7876225285331722
14,4,Y,0.01674867021868831,X,0.8170209586880247,Y,X,Z,0.1367256806188344,Z,0.04880796832720036,0.700031226685212,0.18455060831042103,0.8926986872339931,0.2821152692945872,0.7428404933870346,0.6986471161323854,0.15871580755891734,0.6678299916481615,0.5292371329434717,0.92695520058071,0.44038104259737443,0.2351411874451479,0.48887611026977396,1,0.6261521469232948,0.11857155068593828,X,,0.866079070557288,0.7221560481427185,0.1813551228051643,Y,0.6001981553705243,0.7784198303864739,0.04786850221346117,0.8251310515859236,0.9089751687059978,0.009568997203777352,0.8342695457523239,0.910445900634401,0.039216103260903745,0.31691586524675275,0.07625975357213977
15,4,Z,0.7271255750649465,Y,0.9952994030897178,Y,X,Y,0.0365932053320458,Z,0.6633178525379249,0.15879901452819767,0.12666575840557626,0.7510795336969889,0.898618966853627,0.8067976362195864,0.20930618218828634,0.9465708969883955,0.3572142029470201,0.07729595551447344,0.11729371573813518,0.4180888030675456,0.25937165283285635,0.8309238832495763,1,0.06987474014129658,0.5333955877307895,Z,,0.5324720482759753,0.7011709168583621,0.41305180609858183,Z,0.3103530529175329,0.9353741885163929,0.0993721501457675,0.7190110239122864,0.10649561387100104,0.11762208631756976,0.16980733376410118,0.918828482453547,0.3561095495180657,0.168650861372319,0.2923203186738541
16,2,Y,0.09365840607436249,Z,0.2819316950992802,X,X,Z,0.24719274679123293,Z,0.01198637516762735,0.5570111361328282,0.31775584582334526,0.9119601352225479,0.9007694981901644,0.9081904080491441,0.921953256116211,0.5543243898131422,0.297549908576461,0.19252289105142928,0.0638596228758439,0.3671897273846164,0.8995099918004692,0.3030152587335383,6,0.6270338904486451,0.7309652487548569,Z,,0.05279441677821817,0.6210535393789247,0.9539997871069364,Z,0.9310649709740493,0.6040078699033081,0.44445578296866795,0.41136282259698687,0.618844623703485,0.055321625135197894,0.26631495694418716,0.4137802196340674,0.20330460165436293,0.17245155701052184,0.5974864699281883
17,5,Y,0.46727874998761265,Y,0.4216359675837549,Y,X,Z,0.7100689722262595,X,0.14200988867340114,0.6314099717555184,0.6559263461995205,0.5337439990841152,0.5542217987659657,0.7977938600414878,0.46352365109756843,0.8493094574985725,0.20102461082197864,0.8155884041731395,0.526156408771781,0.8669781643665287,0.11785475873822282,0.06917900873302307,3,0.8225606273414853,0.26011126576177757,X,,0.5394405831025314,0.7507855359207741,0.4503968249917528,X,0.709028554555919,0.5475533624393307,0.8962020144952938,0.3418777494488199,0.6051167145464618,0.5997473898196088,0.07540883821937017,0.032837074334255645,0.24157751398579408,0.7897261675488984,0.6693270727076096
18,1,X,0.18327801344455252,Z,0.7707126691519306,Z,Z,X,0.779707080048861,Z,0.9895234779283237,0.030772113143343938,0.7406894180320098,0.7413057125377742,0.4126117900161783,0.7725350159891837,0.4155211562575767,0.22185763463879582,0.9765912336159573,0.9303733806337929,0.3393633180993948,0.8652059063521079,0.9707616031998727,0.5396929762755771,9,0.552922180016727,0.8928155722846912,Y,,0.9657849785324814,0.758744063704825,0.30425456811436247,Z,0.5764750177965942,0.7701154890900871,0.533880298275731,0.5596566081962291,0.5741648447627372,0.1751268363859103,0.8362905122905481,0.27908198813925333,0.7776379602082287,0.15757119152775256,0.3824750223911545
19,8,X,0.31782456747105114,Y,0.547425749956889,X,Y,Z,0.9624047573903274,X,0.1353327030607253,0.025286704420500294,0.7014443840734573,0.5485047473449086,0.062414557622081146,0.04316296505316408,0.10300833582427404,0.20726840786798906,0.710466610135619,0.5261762191132465,0.7713527867158121,0.8327058405048912,0.31561141052874,0.457354925863079,9,0.4424863410867047,0.26819262828765034,Y,,0.5818533951261458,0.8941676775288316,0.6102630133083906,X,0.10714217311465246,0.8016566481629754,0.6234258415141496,0.7048710348745351,0.44980895503783824,0.38299745105642946,0.7819031514753066,0.1740925224646679,0.02194159607740287,0.445582762406462,0.3447375976915865
20,7,X,0.8508592656364766,X,0.412979593630589,X,X,Y,0.40423284205054866,Y,0.27144406271682764,0.7661693153657755,0.5871114848034749,0.053337457423169976,0.027524500292061216,0.02445783504766108,0.9121401117478363,0.2714057763651623,0.7756034216372756,0.251755628497243,0.36843000766634837,0.4005228875728556,0.833596843283713,0.2043544153963196,4,0.33412578972396,0.41601580132153093,Z,,0.7422579787980443,0.9442332201296328,0.22750901041440919,Z,0.885421624639846,0.713335096188226,0.15409701391234976,0.9898590027231403,0.5158698713275797,0.6199976298785244,0.011129207709676847,0.3049613244617493,0.6264452243092804,0.13833067269386679,0.1596866492561403
21,2,X,0.9627231422670698,Z,0.9924058691674674,Z,X,X,0.8874428863379183,Y,0.6348569173446661,0.9720267075581768,0.6960786011989174,0.5679617750483734,0.1318656681253524,0.18281306712592593,0.33962247548721125,0.27309467360475026,0.7095122204765698,0.7703002256626853,0.39490617743098944,0.6919318285570915,0.1359949767955949,0.7580269544226904,3,0.8781867457096352,0.4196929402426699,Y,,0.5282850853080283,0.1833839274477973,0.7590416817405913,Y,0.1122448232806148,0.9636644353697089,0.8097174986600195,0.27683776133141513,0.14733678433954922,0.5806626621578119,0.6664229584833536,0.43922725404615026,0.6696602003278505,0.5145874029126638,0.65207385433924
22,6,Y,0.7665232664778927,Z,0.2544358027107304,Y,X,Y,0.9086184471853155,X,0.9598889927109617,0.5668933243433997,0.20953293879752666,0.37934260025455213,0.42878292214060654,0.5228607426301112,0.05889244391313808,0.5240971649502423,0.8496649217038773,0.5206925711021348,0.8471913729783981,0.7795834956937505,0.5682928805938646,0.772189628227578,2,0.8142797466316538,0.984770299183619,X,,0.23662614729805986,0.2997027393686982,0.025371019419829666,Y,0.09707800665770316,0.49786945306286434,0.2714213429347143,0.25657087517946986,0.9289882501211129,0.664315249498129,0.4237904210490151,0.6116819037347987,0.5268062175213934,0.06652750212459291,0.7551584915580724
23,8,Z,0.18678071177343292,X,0.670561318831688,Y,X,X,0.2136317841424088,Z,0.5690756477341028,0.13010184131114777,0.41519913782528284,0.09153362297831147,0.6612913009279511,0.0019550092566120725,0.33689708054861234,0.14538353215514777,0.04996167285036368,0.14445321722132654,0.6714770739987707,0.8879480007962616,0.5951195363428516,0.3332263513129272,6,0.25940272915300344,0.3368517609770306,X,,0.8683771878371065,0.37251836115142245,0.8146692761788376,Y,0.18135396186413144,0.02210522322306807,0.9063123171273731,0.6513741566859476,0.30398188710998353,0.11428204433107125,0.5541622883196774,0.7679041945009816,0.938745008621411,0.47088903314628583,0.4272559877952623
24,6,Y,0.05358221409759045,X,0.6761226990870243,Y,Z,Z,0.8670766523887782,Y,0.4808023965291536,0.7258285853436652,0.8995143227520446,0.6029436018689247,0.6698126139208862,0.46113375429484393,0.2697500771270698,0.1397897855655239,0.28033242286578575,0.07422618283519622,0.39758052560084933,0.959586958991359,0.44713328776818195,0.9949981560623932,9,0.03595626328902224,0.8399137080924056,Z,,0.8511622942862461,0.9133125626031242,0.10197403463744403,Y,0.19037288260164142,0.49578403640695723,0.9451724941582667,0.34619897196079974,0.4445891572452907,0.7201866634562009,0.9129780042949512,0.7008773701107153,0.514125582919268,0.38848761386673547,0.49907046435142244
25,7,X,0.7070784231885369,X,0.3740038745574361,X,Z,Y,0.9830240401318444,Z,0.4620336415823725,0.7037044020481953,0.2718431741640831,0.6578594262846691,0.4168329644837989,0.9382973561385289,0.3714860352390883,0.04040978433411224,0.7012473946261089,0.3561398423403225,0.15450190936113084,0.7270386045098378,0.19540583299977965,0.11782821784356401,6,0.19335944430091823,0.11155202363426153,X,,0.5791057300380312,0.28329390825565537,0.785446485990773,Z,0.26307057011509694,0.059628450601838634,0.9663891467215733,0.17856780789894922,0.9978913302670689,0.3391671189306059,0.6460866974987568,0.13955307371803738,0.6706175371570768,0.5846996628143865,0.17088419298303514
26,9,X,0.17945261555022785,Y,0.09561510436395082,Z,Z,Z,0.5055668673589852,X,0.21010460531689212,0.3647166111755512,0.6488929133203206,0.3813040037305526,0.8294951317974729,0.01582727809690443,0.5059750064888946,0.8956676884170077,0.1047049341076649,0.9898725345303307,0.6744501240991903,0.4847982645502551,0.07046815125022055,0.957220818023783,5,0.6377180461360732,0.4897476135197417,Y,,0.32643399867088474,0.6165748002044423,0.14368764361352016,Z,0.16225593243120762,0.3971092055547335,0.7854600434595255,0.8095057671220184,0.07428114500170568,0.9960152118879282,0.11003717797445878,0.06303053786227375,0.8384129087694564,0.42544769802440374,0.11414001007049457
27,2,Z,0.2899800892815826,Z,0.8721877272840589,X,Y,Z,0.5823094252356263,X,0.7421794988684229,0.9641923944477587,0.6791479798297334,0.6155721950620687,0.8769206985269898,0.9394557056750542,0.6019478328055459,0.7257016473917635,0.12515975180792638,0.11159099367543479,0.5099292059721676,0.11040900067103254,0.08527979743685621,0.06653396447364224,9,0.20072953716048236,0.90483588382063,Y,,0.4783985860350606,0.2885962123739816,0.2414931125717713,Z,0.4758377640816772,0.14660841858990625,0.16908041869326695,0.847450521782629,0.10065473724592022,0.8139235636088206,0.38068095342040575,0.6613490084013403,0.32035365608433186,0.1065884052718633,0.5039443697158704
28,3,X,0.35823200914240694,X,0.9294477956920761,Y,X,Y,0.7566509515686461,Y,0.5689400155581235,0.19573275578191496,0.849323588690461,0.5389406570869134,0.3716981333074346,0.1532414990393327,0.4739237999802305,0.6956416278753808,0.12315169294082895,0.6890489219498102,0.4537736818644471,0.11988332108397914,0.23507393517464625,0.9616172705718395,4,0.11837307739126357,0.7583921584790148,Y,,0.5979766407245268,0.4044458841188603,0.9560174214077065,Z,0.7883989572416624,0.2307551679804204,0.47671542758806607,0.3379687625991252,0.11321880778881999,0.9476846570101339,0.3857403000741204,0.8172542862596485,0.19654482162794962,0.068204005189904,0.6871034030787764
29,6,X,0.6372443822603794,Z,0.3456674809984809,X,X,X,0.014022452283587783,X,0.3200819455652353,0.23966627873013402,0.9319405468430055,0.530522373083573,0.911420242474598,0.4211706782442487,0.8945783350918161,0.3208039550960644,0.9308836974295622,0.4668354378482039,0.8509358442642143,0.09843252244259626,0.8080739907769213,0.9539080011761163,2,0.5965852661062584,0.2491080283207604,Y,,0.7111161499212441,0.3258545071568948,0.6234452014782081,Y,0.5856952551118133,0.2962971370191768,0.1749727673260304,0.8422612415798706,0.9155209414772073,0.6777186320501037,0.636057004906264,0.2503886486675634,0.4858110449639319,0.2301569929129803,0.06571399617605789
